id,message,original,genre,event,split,target_label,clean_text,text_length,word_count
23375,"Recently, donors have begun to respond substantially to the crisis afflicting Niger, allowing humanitarian agencies to accelerate the procurement and distribution of relief supplies.",,news,,training,Irrelevant,"recently, donors have begun to respond substantially to the crisis afflicting niger, allowing humanitarian agencies to accelerate the procurement and distribution of relief supplies.",182,24
23376,This area has a high number of residents displaced from other parts of the county by ongoing violence and is also the site of an MCC Global Family project.,,news,,training,Irrelevant,this area has a high number of residents displaced from other parts of the county by ongoing violence and is also the site of an mcc global family project.,155,29
23377,"Roads in Rudraprayag and Tehri have suffered the most and it'd take a while to restore road links with some villages, he said.",,news,,training,Irrelevant,"roads in rudraprayag and tehri have suffered the most and it'd take a while to restore road links with some villages, he said.",126,23
23380,"Some of the trees fell onto electricity cables, causing temporary blackouts across Yogyakarta municipality and Bantul regency.",,news,,training,Situational Awareness,"some of the trees fell onto electricity cables, causing temporary blackouts across yogyakarta municipality and bantul regency.",126,17
23381,"Pilots and air crewmen from U.S. Navy Helicopter Sea Combat Squadron 21, ""Blackjacks,"" provided training on how to find and mark helicopter landing zones in the field.",,news,,training,Irrelevant,"pilots and air crewmen from u.s. navy helicopter sea combat squadron 21, blackjacks, provided training on how to find and mark helicopter landing zones in the field.",165,27
23382,-- minimize population movements;,,news,,training,Irrelevant,-- minimize population movements,32,4
23383,These families have found refuge in improvised shelters or are staying with relatives.,,news,,training,Critical Rescue,these families have found refuge in improvised shelters or are staying with relatives.,86,13
23384,"As of the end of 1999 there were 243,145 beneficiaries in the belg dependent areas and more than 300,000 beneficiaries in the meher and mixed weredas.",,news,,training,Irrelevant,"as of the end of 1999 there were 243,145 beneficiaries in the belg dependent areas and more than 300,000 beneficiaries in the meher and mixed weredas.",150,26
23385,West African neighbours are nervous about an Islamist-controlled northern Mali becoming a rogue state that would promote extremist ideology around the region.,,news,,training,Irrelevant,west african neighbours are nervous about an islamist-controlled northern mali becoming a rogue state that would promote extremist ideology around the region.,158,22
23386,"Around 15 to 20 percent of the city of eight million people, plus large areas in satellite towns, is still under water, officials said.",,news,,training,Situational Awareness,"around 15 to 20 percent of the city of eight million people, plus large areas in satellite towns, is still under water, officials said.",135,24
23387,She said Togo's Head of State had intervened personally to combat trafficking.,,news,,training,Irrelevant,she said togo's head of state had intervened personally to combat trafficking.,78,12
23391,They give Ebola care such as oral rehydration salts and medicines to relieve symptoms and treat other common causes of fever such as malaria.,,news,,training,Irrelevant,they give ebola care such as oral rehydration salts and medicines to relieve symptoms and treat other common causes of fever such as malaria.,141,24
23392,Available infectious disease experts and disaster relief specialists from countries with these capacities must deploy teams to the affected countries.,,news,,training,Irrelevant,available infectious disease experts and disaster relief specialists from countries with these capacities must deploy teams to the affected countries.,150,20
